"entrezgene"	"dname"	"doid"
6392	"Abdominal Neoplasms"	"122"
2153	"Abortion, Habitual"	"11946"
2162	"Abortion, Habitual"	"11946"
3117	"Abortion, Habitual"	"11946"
3119	"Abortion, Habitual"	"11946"
3123	"Abortion, Habitual"	"11946"
3162	"Abortion, Habitual"	"11946"
3458	"Abortion, Habitual"	"11946"
5054	"Abortion, Habitual"	"11946"
7124	"Abortion, Habitual"	"11946"
1636	"Abortion, Habitual"	"11946"
2261	"Acanthosis Nigricans"	"3138"
525	"Acidosis, Renal Tubular"	"14219"
8671	"Acidosis, Renal Tubular"	"14219"
2688	"Acromegaly"	"2449"
2778	"Acromegaly"	"2449"
3479	"Acromegaly"	"2449"
3630	"Acromegaly"	"2449"
1565	"Addison Disease"	"13774"
3117	"Addison Disease"	"13774"
3123	"Addison Disease"	"13774"
4261	"Addison Disease"	"13774"
26191	"Addison Disease"	"13774"
100507436	"Addison Disease"	"13774"
326	"Addison Disease"	"13774"
1001	"Adenocarcinoma"	"299"
1012	"Adenocarcinoma"	"299"
10276	"Adenocarcinoma"	"299"
1029	"Adenocarcinoma"	"299"
10381	"Adenocarcinoma"	"299"
1080	"Adenocarcinoma"	"299"
11065	"Adenocarcinoma"	"299"
1152	"Adenocarcinoma"	"299"
1236	"Adenocarcinoma"	"299"
1272	"Adenocarcinoma"	"299"
1287	"Adenocarcinoma"	"299"
1308	"Adenocarcinoma"	"299"
1364	"Adenocarcinoma"	"299"
1365	"Adenocarcinoma"	"299"
1366	"Adenocarcinoma"	"299"
1400	"Adenocarcinoma"	"299"
1432	"Adenocarcinoma"	"299"
1524	"Adenocarcinoma"	"299"
154	"Adenocarcinoma"	"299"
1543	"Adenocarcinoma"	"299"
1544	"Adenocarcinoma"	"299"
1545	"Adenocarcinoma"	"299"
1548	"Adenocarcinoma"	"299"
1553	"Adenocarcinoma"	"299"
1583	"Adenocarcinoma"	"299"
1612	"Adenocarcinoma"	"299"
1728	"Adenocarcinoma"	"299"
1871	"Adenocarcinoma"	"299"
1938	"Adenocarcinoma"	"299"
1984	"Adenocarcinoma"	"299"
2023	"Adenocarcinoma"	"299"
2067	"Adenocarcinoma"	"299"
2068	"Adenocarcinoma"	"299"
2099	"Adenocarcinoma"	"299"
2101	"Adenocarcinoma"	"299"
2176	"Adenocarcinoma"	"299"
2247	"Adenocarcinoma"	"299"
2254	"Adenocarcinoma"	"299"
2263	"Adenocarcinoma"	"299"
2324	"Adenocarcinoma"	"299"
23405	"Adenocarcinoma"	"299"
2353	"Adenocarcinoma"	"299"
23600	"Adenocarcinoma"	"299"
23705	"Adenocarcinoma"	"299"
2475	"Adenocarcinoma"	"299"
2678	"Adenocarcinoma"	"299"
27113	"Adenocarcinoma"	"299"
2833	"Adenocarcinoma"	"299"
2886	"Adenocarcinoma"	"299"
29108	"Adenocarcinoma"	"299"
2932	"Adenocarcinoma"	"299"
2936	"Adenocarcinoma"	"299"
2950	"Adenocarcinoma"	"299"
301	"Adenocarcinoma"	"299"
3091	"Adenocarcinoma"	"299"
3123	"Adenocarcinoma"	"299"
3135	"Adenocarcinoma"	"299"
3146	"Adenocarcinoma"	"299"
3159	"Adenocarcinoma"	"299"
3162	"Adenocarcinoma"	"299"
3172	"Adenocarcinoma"	"299"
324	"Adenocarcinoma"	"299"
3265	"Adenocarcinoma"	"299"
3309	"Adenocarcinoma"	"299"
3315	"Adenocarcinoma"	"299"
3329	"Adenocarcinoma"	"299"
3458	"Adenocarcinoma"	"299"
3553	"Adenocarcinoma"	"299"
3576	"Adenocarcinoma"	"299"
358	"Adenocarcinoma"	"299"
3655	"Adenocarcinoma"	"299"
367	"Adenocarcinoma"	"299"
3673	"Adenocarcinoma"	"299"
3688	"Adenocarcinoma"	"299"
3691	"Adenocarcinoma"	"299"
3725	"Adenocarcinoma"	"299"
3815	"Adenocarcinoma"	"299"
387	"Adenocarcinoma"	"299"
3909	"Adenocarcinoma"	"299"
3918	"Adenocarcinoma"	"299"
3958	"Adenocarcinoma"	"299"
4171	"Adenocarcinoma"	"299"
4174	"Adenocarcinoma"	"299"
4312	"Adenocarcinoma"	"299"
4314	"Adenocarcinoma"	"299"
4323	"Adenocarcinoma"	"299"
4363	"Adenocarcinoma"	"299"
4524	"Adenocarcinoma"	"299"
4582	"Adenocarcinoma"	"299"
4790	"Adenocarcinoma"	"299"
4830	"Adenocarcinoma"	"299"
4878	"Adenocarcinoma"	"299"
4923	"Adenocarcinoma"	"299"
5111	"Adenocarcinoma"	"299"
51292	"Adenocarcinoma"	"299"
51738	"Adenocarcinoma"	"299"
5223	"Adenocarcinoma"	"299"
5241	"Adenocarcinoma"	"299"
5243	"Adenocarcinoma"	"299"
5327	"Adenocarcinoma"	"299"
5328	"Adenocarcinoma"	"299"
5339	"Adenocarcinoma"	"299"
54577	"Adenocarcinoma"	"299"
5590	"Adenocarcinoma"	"299"
5594	"Adenocarcinoma"	"299"
5617	"Adenocarcinoma"	"299"
5664	"Adenocarcinoma"	"299"
5734	"Adenocarcinoma"	"299"
5742	"Adenocarcinoma"	"299"
5747	"Adenocarcinoma"	"299"
5894	"Adenocarcinoma"	"299"
590	"Adenocarcinoma"	"299"
595	"Adenocarcinoma"	"299"
596	"Adenocarcinoma"	"299"
598	"Adenocarcinoma"	"299"
6091	"Adenocarcinoma"	"299"
6470	"Adenocarcinoma"	"299"
6480	"Adenocarcinoma"	"299"
6523	"Adenocarcinoma"	"299"
6647	"Adenocarcinoma"	"299"
6696	"Adenocarcinoma"	"299"
672	"Adenocarcinoma"	"299"
6790	"Adenocarcinoma"	"299"
6817	"Adenocarcinoma"	"299"
7048	"Adenocarcinoma"	"299"
7099	"Adenocarcinoma"	"299"
7132	"Adenocarcinoma"	"299"
7157	"Adenocarcinoma"	"299"
7170	"Adenocarcinoma"	"299"
7367	"Adenocarcinoma"	"299"
7409	"Adenocarcinoma"	"299"
7507	"Adenocarcinoma"	"299"
7508	"Adenocarcinoma"	"299"
7852	"Adenocarcinoma"	"299"
811	"Adenocarcinoma"	"299"
840	"Adenocarcinoma"	"299"
841	"Adenocarcinoma"	"299"
847	"Adenocarcinoma"	"299"
8795	"Adenocarcinoma"	"299"
8828	"Adenocarcinoma"	"299"
886	"Adenocarcinoma"	"299"
8930	"Adenocarcinoma"	"299"
89845	"Adenocarcinoma"	"299"
9	"Adenocarcinoma"	"299"
9133	"Adenocarcinoma"	"299"
9154	"Adenocarcinoma"	"299"
916	"Adenocarcinoma"	"299"
94025	"Adenocarcinoma"	"299"
999	"Adenocarcinoma"	"299"
10061	"Adenocarcinoma"	"299"
101	"Adenocarcinoma"	"299"
10397	"Adenocarcinoma"	"299"
10630	"Adenocarcinoma"	"299"
11009	"Adenocarcinoma"	"299"
11156	"Adenocarcinoma"	"299"
11162	"Adenocarcinoma"	"299"
114790	"Adenocarcinoma"	"299"
1509	"Adenocarcinoma"	"299"
1646	"Adenocarcinoma"	"299"
1652	"Adenocarcinoma"	"299"
1755	"Adenocarcinoma"	"299"
1917	"Adenocarcinoma"	"299"
192343	"Adenocarcinoma"	"299"
196	"Adenocarcinoma"	"299"
200504	"Adenocarcinoma"	"299"
2017	"Adenocarcinoma"	"299"
2052	"Adenocarcinoma"	"299"
2289	"Adenocarcinoma"	"299"
22895	"Adenocarcinoma"	"299"
26579	"Adenocarcinoma"	"299"
285782	"Adenocarcinoma"	"299"
3036	"Adenocarcinoma"	"299"
3169	"Adenocarcinoma"	"299"
3198	"Adenocarcinoma"	"299"
3480	"Adenocarcinoma"	"299"
3491	"Adenocarcinoma"	"299"
3621	"Adenocarcinoma"	"299"
3623	"Adenocarcinoma"	"299"
3860	"Adenocarcinoma"	"299"
3875	"Adenocarcinoma"	"299"
3925	"Adenocarcinoma"	"299"
3934	"Adenocarcinoma"	"299"
3960	"Adenocarcinoma"	"299"
407018	"Adenocarcinoma"	"299"
4486	"Adenocarcinoma"	"299"
4680	"Adenocarcinoma"	"299"
4826	"Adenocarcinoma"	"299"
5047	"Adenocarcinoma"	"299"
5268	"Adenocarcinoma"	"299"
5292	"Adenocarcinoma"	"299"
5376	"Adenocarcinoma"	"299"
54474	"Adenocarcinoma"	"299"
55353	"Adenocarcinoma"	"299"
57460	"Adenocarcinoma"	"299"
5757	"Adenocarcinoma"	"299"
6275	"Adenocarcinoma"	"299"
6277	"Adenocarcinoma"	"299"
6286	"Adenocarcinoma"	"299"
64866	"Adenocarcinoma"	"299"
655	"Adenocarcinoma"	"299"
6590	"Adenocarcinoma"	"299"
6648	"Adenocarcinoma"	"299"
6768	"Adenocarcinoma"	"299"
6934	"Adenocarcinoma"	"299"
7161	"Adenocarcinoma"	"299"
7803	"Adenocarcinoma"	"299"
8073	"Adenocarcinoma"	"299"
8091	"Adenocarcinoma"	"299"
8289	"Adenocarcinoma"	"299"
8399	"Adenocarcinoma"	"299"
8600	"Adenocarcinoma"	"299"
8626	"Adenocarcinoma"	"299"
864	"Adenocarcinoma"	"299"
8837	"Adenocarcinoma"	"299"
1028	"Adenocarcinoma"	"299"
10981	"Adenocarcinoma"	"299"
10988	"Adenocarcinoma"	"299"
11315	"Adenocarcinoma"	"299"
1288	"Adenocarcinoma"	"299"
1789	"Adenocarcinoma"	"299"
2348	"Adenocarcinoma"	"299"
23520	"Adenocarcinoma"	"299"
23532	"Adenocarcinoma"	"299"
246	"Adenocarcinoma"	"299"
2877	"Adenocarcinoma"	"299"
2878	"Adenocarcinoma"	"299"
302	"Adenocarcinoma"	"299"
3565	"Adenocarcinoma"	"299"
3589	"Adenocarcinoma"	"299"
3590	"Adenocarcinoma"	"299"
3596	"Adenocarcinoma"	"299"
4060	"Adenocarcinoma"	"299"
4267	"Adenocarcinoma"	"299"
4288	"Adenocarcinoma"	"299"
4800	"Adenocarcinoma"	"299"
51196	"Adenocarcinoma"	"299"
5176	"Adenocarcinoma"	"299"
5245	"Adenocarcinoma"	"299"
55503	"Adenocarcinoma"	"299"
558	"Adenocarcinoma"	"299"
6469	"Adenocarcinoma"	"299"
6855	"Adenocarcinoma"	"299"
7039	"Adenocarcinoma"	"299"
7080	"Adenocarcinoma"	"299"
7490	"Adenocarcinoma"	"299"
768	"Adenocarcinoma"	"299"
79400	"Adenocarcinoma"	"299"
8406	"Adenocarcinoma"	"299"
8751	"Adenocarcinoma"	"299"
8754	"Adenocarcinoma"	"299"
9112	"Adenocarcinoma"	"299"
9141	"Adenocarcinoma"	"299"
9149	"Adenocarcinoma"	"299"
9503	"Adenocarcinoma"	"299"
9928	"Adenocarcinoma"	"299"
3265	"Adenocarcinoma, Papillary"	"3112"
7157	"Adenocarcinoma, Papillary"	"3112"
11100	"Adenoviridae Infections"	"0050298"
1584	"Adrenal Hyperplasia, Congenital"	"12255"
190	"Adrenal Hyperplasia, Congenital"	"12255"
192343	"Adrenal Hyperplasia, Congenital"	"12255"
2244	"Afibrinogenemia"	"2236"
2266	"Afibrinogenemia"	"2236"
3569	"Agammaglobulinemia"	"2583"
695	"Agammaglobulinemia"	"2583"
7124	"Agammaglobulinemia"	"2583"
973	"Agammaglobulinemia"	"2583"
3543	"Agammaglobulinemia"	"2583"
3303	"Agranulocytosis"	"12987"
3304	"Agranulocytosis"	"12987"
1440	"Agranulocytosis"	"12987"
4835	"Agranulocytosis"	"12987"
26276	"AIDS-Related Complex"	"1308"
3039	"alpha-Thalassemia"	"1099"
64162	"alpha-Thalassemia"	"1099"
387281	"alpha-Thalassemia"	"1099"
546	"alpha-Thalassemia"	"1099"
1000	"Alzheimer Disease"	"10652"
102	"Alzheimer Disease"	"10652"
1027	"Alzheimer Disease"	"10652"
10273	"Alzheimer Disease"	"10652"
10347	"Alzheimer Disease"	"10652"
1071	"Alzheimer Disease"	"10652"
1103	"Alzheimer Disease"	"10652"
1136	"Alzheimer Disease"	"10652"
1141	"Alzheimer Disease"	"10652"
1152	"Alzheimer Disease"	"10652"
119391	"Alzheimer Disease"	"10652"
1200	"Alzheimer Disease"	"10652"
1269	"Alzheimer Disease"	"10652"
1312	"Alzheimer Disease"	"10652"
1356	"Alzheimer Disease"	"10652"
1386	"Alzheimer Disease"	"10652"
1453	"Alzheimer Disease"	"10652"
1471	"Alzheimer Disease"	"10652"
1490	"Alzheimer Disease"	"10652"
154	"Alzheimer Disease"	"10652"
1565	"Alzheimer Disease"	"10652"
1728	"Alzheimer Disease"	"10652"
1738	"Alzheimer Disease"	"10652"
1742	"Alzheimer Disease"	"10652"
1743	"Alzheimer Disease"	"10652"
177	"Alzheimer Disease"	"10652"
1812	"Alzheimer Disease"	"10652"
19	"Alzheimer Disease"	"10652"
1965	"Alzheimer Disease"	"10652"
1978	"Alzheimer Disease"	"10652"
2	"Alzheimer Disease"	"10652"
2066	"Alzheimer Disease"	"10652"
2099	"Alzheimer Disease"	"10652"
2100	"Alzheimer Disease"	"10652"
217	"Alzheimer Disease"	"10652"
2246	"Alzheimer Disease"	"10652"
23385	"Alzheimer Disease"	"10652"
23607	"Alzheimer Disease"	"10652"
2475	"Alzheimer Disease"	"10652"
2534	"Alzheimer Disease"	"10652"
2752	"Alzheimer Disease"	"10652"
2784	"Alzheimer Disease"	"10652"
288	"Alzheimer Disease"	"10652"
2891	"Alzheimer Disease"	"10652"
2892	"Alzheimer Disease"	"10652"
2903	"Alzheimer Disease"	"10652"
2932	"Alzheimer Disease"	"10652"
2950	"Alzheimer Disease"	"10652"
3075	"Alzheimer Disease"	"10652"
3084	"Alzheimer Disease"	"10652"
335	"Alzheimer Disease"	"10652"
3356	"Alzheimer Disease"	"10652"
3362	"Alzheimer Disease"	"10652"
3479	"Alzheimer Disease"	"10652"
3481	"Alzheimer Disease"	"10652"
351	"Alzheimer Disease"	"10652"
355	"Alzheimer Disease"	"10652"
3553	"Alzheimer Disease"	"10652"
3579	"Alzheimer Disease"	"10652"
3606	"Alzheimer Disease"	"10652"
3684	"Alzheimer Disease"	"10652"
3685	"Alzheimer Disease"	"10652"
3831	"Alzheimer Disease"	"10652"
3949	"Alzheimer Disease"	"10652"
3973	"Alzheimer Disease"	"10652"
4129	"Alzheimer Disease"	"10652"
4137	"Alzheimer Disease"	"10652"
4312	"Alzheimer Disease"	"10652"
4543	"Alzheimer Disease"	"10652"
468	"Alzheimer Disease"	"10652"
4747	"Alzheimer Disease"	"10652"
4831	"Alzheimer Disease"	"10652"
4842	"Alzheimer Disease"	"10652"
4846	"Alzheimer Disease"	"10652"
4851	"Alzheimer Disease"	"10652"
4852	"Alzheimer Disease"	"10652"
4860	"Alzheimer Disease"	"10652"
4973	"Alzheimer Disease"	"10652"
5058	"Alzheimer Disease"	"10652"
51083	"Alzheimer Disease"	"10652"
5173	"Alzheimer Disease"	"10652"
5243	"Alzheimer Disease"	"10652"
5328	"Alzheimer Disease"	"10652"
5451	"Alzheimer Disease"	"10652"
5465	"Alzheimer Disease"	"10652"
5566	"Alzheimer Disease"	"10652"
55676	"Alzheimer Disease"	"10652"
55851	"Alzheimer Disease"	"10652"
5604	"Alzheimer Disease"	"10652"
5610	"Alzheimer Disease"	"10652"
5894	"Alzheimer Disease"	"10652"
590	"Alzheimer Disease"	"10652"
6189	"Alzheimer Disease"	"10652"
6198	"Alzheimer Disease"	"10652"
624	"Alzheimer Disease"	"10652"
642	"Alzheimer Disease"	"10652"
65078	"Alzheimer Disease"	"10652"
6571	"Alzheimer Disease"	"10652"
6647	"Alzheimer Disease"	"10652"
672	"Alzheimer Disease"	"10652"
6868	"Alzheimer Disease"	"10652"
7018	"Alzheimer Disease"	"10652"
7040	"Alzheimer Disease"	"10652"
7077	"Alzheimer Disease"	"10652"
7099	"Alzheimer Disease"	"10652"
7157	"Alzheimer Disease"	"10652"
7166	"Alzheimer Disease"	"10652"
7357	"Alzheimer Disease"	"10652"
801	"Alzheimer Disease"	"10652"
815	"Alzheimer Disease"	"10652"
839	"Alzheimer Disease"	"10652"
857	"Alzheimer Disease"	"10652"
8622	"Alzheimer Disease"	"10652"
8743	"Alzheimer Disease"	"10652"
8878	"Alzheimer Disease"	"10652"
892	"Alzheimer Disease"	"10652"
9261	"Alzheimer Disease"	"10652"
929	"Alzheimer Disease"	"10652"
9420	"Alzheimer Disease"	"10652"
9619	"Alzheimer Disease"	"10652"
9863	"Alzheimer Disease"	"10652"
100188837	"Alzheimer Disease"	"10652"
10184	"Alzheimer Disease"	"10652"
10215	"Alzheimer Disease"	"10652"
10280	"Alzheimer Disease"	"10652"
10307	"Alzheimer Disease"	"10652"
114475	"Alzheimer Disease"	"10652"
12	"Alzheimer Disease"	"10652"
122786	"Alzheimer Disease"	"10652"
131578	"Alzheimer Disease"	"10652"
1401	"Alzheimer Disease"	"10652"
1435	"Alzheimer Disease"	"10652"
1509	"Alzheimer Disease"	"10652"
1627	"Alzheimer Disease"	"10652"
1827	"Alzheimer Disease"	"10652"
192343	"Alzheimer Disease"	"10652"
1946	"Alzheimer Disease"	"10652"
197	"Alzheimer Disease"	"10652"
2057	"Alzheimer Disease"	"10652"
2078	"Alzheimer Disease"	"10652"
22921	"Alzheimer Disease"	"10652"
22943	"Alzheimer Disease"	"10652"
22976	"Alzheimer Disease"	"10652"
23190	"Alzheimer Disease"	"10652"
23435	"Alzheimer Disease"	"10652"
255022	"Alzheimer Disease"	"10652"
26121	"Alzheimer Disease"	"10652"
26353	"Alzheimer Disease"	"10652"
2952	"Alzheimer Disease"	"10652"
3077	"Alzheimer Disease"	"10652"
30818	"Alzheimer Disease"	"10652"
3087	"Alzheimer Disease"	"10652"
334	"Alzheimer Disease"	"10652"
3416	"Alzheimer Disease"	"10652"
347902	"Alzheimer Disease"	"10652"
450086	"Alzheimer Disease"	"10652"
4552	"Alzheimer Disease"	"10652"
5052	"Alzheimer Disease"	"10652"
5444	"Alzheimer Disease"	"10652"
55832	"Alzheimer Disease"	"10652"
618	"Alzheimer Disease"	"10652"
64851	"Alzheimer Disease"	"10652"
6653	"Alzheimer Disease"	"10652"
6947	"Alzheimer Disease"	"10652"
7159	"Alzheimer Disease"	"10652"
7345	"Alzheimer Disease"	"10652"
7391	"Alzheimer Disease"	"10652"
7392	"Alzheimer Disease"	"10652"
80312	"Alzheimer Disease"	"10652"
8081	"Alzheimer Disease"	"10652"
80823	"Alzheimer Disease"	"10652"
8208	"Alzheimer Disease"	"10652"
831	"Alzheimer Disease"	"10652"
8941	"Alzheimer Disease"	"10652"
91523	"Alzheimer Disease"	"10652"
9479	"Alzheimer Disease"	"10652"
100188754	"Alzheimer Disease"	"10652"
196528	"Alzheimer Disease"	"10652"
2166	"Alzheimer Disease"	"10652"
2170	"Alzheimer Disease"	"10652"
239	"Alzheimer Disease"	"10652"
246	"Alzheimer Disease"	"10652"
27163	"Alzheimer Disease"	"10652"
274	"Alzheimer Disease"	"10652"
285672	"Alzheimer Disease"	"10652"
323	"Alzheimer Disease"	"10652"
4040	"Alzheimer Disease"	"10652"
4049	"Alzheimer Disease"	"10652"
4223	"Alzheimer Disease"	"10652"
51338	"Alzheimer Disease"	"10652"
55937	"Alzheimer Disease"	"10652"
647088	"Alzheimer Disease"	"10652"
7490	"Alzheimer Disease"	"10652"
7782	"Alzheimer Disease"	"10652"
780912	"Alzheimer Disease"	"10652"
84570	"Alzheimer Disease"	"10652"
9522	"Alzheimer Disease"	"10652"
9546	"Alzheimer Disease"	"10652"
6390	"Abdominal Neoplasms"	"122"
338	"Abetalipoproteinemia"	"1386"
4547	"Abetalipoproteinemia"	"1386"
1493	"Abortion, Habitual"	"11946"
1586	"Abortion, Habitual"	"11946"
2147	"Abortion, Habitual"	"11946"
2161	"Abortion, Habitual"	"11946"
2244	"Abortion, Habitual"	"11946"
3135	"Abortion, Habitual"	"11946"
3553	"Abortion, Habitual"	"11946"
4524	"Abortion, Habitual"	"11946"
4846	"Abortion, Habitual"	"11946"
50511	"Abortion, Habitual"	"11946"
7422	"Abortion, Habitual"	"11946"
308	"Abortion, Habitual"	"11946"
3586	"Abortion, Habitual"	"11946"
6521	"Acidosis, Renal Tubular"	"14219"
55630	"Acrodermatitis"	"2722"
7782	"Acrodermatitis"	"2722"
1585	"Acromegaly"	"2449"
2690	"Acromegaly"	"2449"
2692	"Acromegaly"	"2449"
51738	"Acromegaly"	"2449"
22931	"Acromegaly"	"2449"
4879	"Acromegaly"	"2449"
1493	"Addison Disease"	"13774"
1594	"Addison Disease"	"13774"
3119	"Addison Disease"	"13774"
3630	"Addison Disease"	"13774"
7421	"Addison Disease"	"13774"
23274	"Addison Disease"	"13774"
1021	"Adenocarcinoma"	"299"
1026	"Adenocarcinoma"	"299"
10266	"Adenocarcinoma"	"299"
1027	"Adenocarcinoma"	"299"
1030	"Adenocarcinoma"	"299"
10643	"Adenocarcinoma"	"299"
10800	"Adenocarcinoma"	"299"
1136	"Adenocarcinoma"	"299"
1138	"Adenocarcinoma"	"299"
1147	"Adenocarcinoma"	"299"
1191	"Adenocarcinoma"	"299"
1234	"Adenocarcinoma"	"299"
1244	"Adenocarcinoma"	"299"
1394	"Adenocarcinoma"	"299"
1490	"Adenocarcinoma"	"299"
1493	"Adenocarcinoma"	"299"
1499	"Adenocarcinoma"	"299"
1500	"Adenocarcinoma"	"299"
1525	"Adenocarcinoma"	"299"
1571	"Adenocarcinoma"	"299"
1576	"Adenocarcinoma"	"299"
1586	"Adenocarcinoma"	"299"
1588	"Adenocarcinoma"	"299"
177	"Adenocarcinoma"	"299"
1803	"Adenocarcinoma"	"299"
1806	"Adenocarcinoma"	"299"
1869	"Adenocarcinoma"	"299"
1890	"Adenocarcinoma"	"299"
1950	"Adenocarcinoma"	"299"
1956	"Adenocarcinoma"	"299"
1977	"Adenocarcinoma"	"299"
1994	"Adenocarcinoma"	"299"
2064	"Adenocarcinoma"	"299"
2065	"Adenocarcinoma"	"299"
207	"Adenocarcinoma"	"299"
208	"Adenocarcinoma"	"299"
2100	"Adenocarcinoma"	"299"
2104	"Adenocarcinoma"	"299"
2152	"Adenocarcinoma"	"299"
2182	"Adenocarcinoma"	"299"
2194	"Adenocarcinoma"	"299"
2260	"Adenocarcinoma"	"299"
2277	"Adenocarcinoma"	"299"
22914	"Adenocarcinoma"	"299"
22985	"Adenocarcinoma"	"299"
2321	"Adenocarcinoma"	"299"
240	"Adenocarcinoma"	"299"
25	"Adenocarcinoma"	"299"
2520	"Adenocarcinoma"	"299"
2547	"Adenocarcinoma"	"299"
2591	"Adenocarcinoma"	"299"
2641	"Adenocarcinoma"	"299"
284	"Adenocarcinoma"	"299"
285	"Adenocarcinoma"	"299"
2876	"Adenocarcinoma"	"299"
2937	"Adenocarcinoma"	"299"
2938	"Adenocarcinoma"	"299"
2944	"Adenocarcinoma"	"299"
3082	"Adenocarcinoma"	"299"
3119	"Adenocarcinoma"	"299"
317	"Adenocarcinoma"	"299"
328	"Adenocarcinoma"	"299"
331	"Adenocarcinoma"	"299"
3312	"Adenocarcinoma"	"299"
332	"Adenocarcinoma"	"299"
335	"Adenocarcinoma"	"299"
3439	"Adenocarcinoma"	"299"
3479	"Adenocarcinoma"	"299"
3486	"Adenocarcinoma"	"299"
355	"Adenocarcinoma"	"299"
3551	"Adenocarcinoma"	"299"
3557	"Adenocarcinoma"	"299"
3569	"Adenocarcinoma"	"299"
3572	"Adenocarcinoma"	"299"
360	"Adenocarcinoma"	"299"
3675	"Adenocarcinoma"	"299"
368	"Adenocarcinoma"	"299"
3685	"Adenocarcinoma"	"299"
3690	"Adenocarcinoma"	"299"
3791	"Adenocarcinoma"	"299"
3814	"Adenocarcinoma"	"299"
3817	"Adenocarcinoma"	"299"
3845	"Adenocarcinoma"	"299"
3852	"Adenocarcinoma"	"299"
3939	"Adenocarcinoma"	"299"
3952	"Adenocarcinoma"	"299"
3981	"Adenocarcinoma"	"299"
4023	"Adenocarcinoma"	"299"
4089	"Adenocarcinoma"	"299"
4157	"Adenocarcinoma"	"299"
4193	"Adenocarcinoma"	"299"
4233	"Adenocarcinoma"	"299"
4255	"Adenocarcinoma"	"299"
4292	"Adenocarcinoma"	"299"
4313	"Adenocarcinoma"	"299"
4316	"Adenocarcinoma"	"299"
4318	"Adenocarcinoma"	"299"
4507	"Adenocarcinoma"	"299"
4583	"Adenocarcinoma"	"299"
4585	"Adenocarcinoma"	"299"
4586	"Adenocarcinoma"	"299"
4588	"Adenocarcinoma"	"299"
4595	"Adenocarcinoma"	"299"
4609	"Adenocarcinoma"	"299"
472	"Adenocarcinoma"	"299"
479	"Adenocarcinoma"	"299"
4792	"Adenocarcinoma"	"299"
4843	"Adenocarcinoma"	"299"
4846	"Adenocarcinoma"	"299"
4851	"Adenocarcinoma"	"299"
489	"Adenocarcinoma"	"299"
4893	"Adenocarcinoma"	"299"
4914	"Adenocarcinoma"	"299"
4915	"Adenocarcinoma"	"299"
4953	"Adenocarcinoma"	"299"
4968	"Adenocarcinoma"	"299"
5027	"Adenocarcinoma"	"299"
5054	"Adenocarcinoma"	"299"
51208	"Adenocarcinoma"	"299"
5154	"Adenocarcinoma"	"299"
5265	"Adenocarcinoma"	"299"
5290	"Adenocarcinoma"	"299"
5321	"Adenocarcinoma"	"299"
5329	"Adenocarcinoma"	"299"
5364	"Adenocarcinoma"	"299"
5468	"Adenocarcinoma"	"299"
54739	"Adenocarcinoma"	"299"
55294	"Adenocarcinoma"	"299"
5595	"Adenocarcinoma"	"299"
5604	"Adenocarcinoma"	"299"
5728	"Adenocarcinoma"	"299"
5731	"Adenocarcinoma"	"299"
5737	"Adenocarcinoma"	"299"
5743	"Adenocarcinoma"	"299"
581	"Adenocarcinoma"	"299"
5834	"Adenocarcinoma"	"299"
5888	"Adenocarcinoma"	"299"
5915	"Adenocarcinoma"	"299"
5925	"Adenocarcinoma"	"299"
5970	"Adenocarcinoma"	"299"
6134	"Adenocarcinoma"	"299"
6240	"Adenocarcinoma"	"299"
6241	"Adenocarcinoma"	"299"
6352	"Adenocarcinoma"	"299"
637	"Adenocarcinoma"	"299"
6387	"Adenocarcinoma"	"299"
6502	"Adenocarcinoma"	"299"
6513	"Adenocarcinoma"	"299"
6521	"Adenocarcinoma"	"299"
6716	"Adenocarcinoma"	"299"
673	"Adenocarcinoma"	"299"
675	"Adenocarcinoma"	"299"
6750	"Adenocarcinoma"	"299"
6752	"Adenocarcinoma"	"299"
6753	"Adenocarcinoma"	"299"
6774	"Adenocarcinoma"	"299"
6776	"Adenocarcinoma"	"299"
6778	"Adenocarcinoma"	"299"
6794	"Adenocarcinoma"	"299"
682	"Adenocarcinoma"	"299"
6847	"Adenocarcinoma"	"299"
7015	"Adenocarcinoma"	"299"
7040	"Adenocarcinoma"	"299"
7057	"Adenocarcinoma"	"299"
7068	"Adenocarcinoma"	"299"
7122	"Adenocarcinoma"	"299"
7124	"Adenocarcinoma"	"299"
7184	"Adenocarcinoma"	"299"
7248	"Adenocarcinoma"	"299"
7298	"Adenocarcinoma"	"299"
7316	"Adenocarcinoma"	"299"
7412	"Adenocarcinoma"	"299"
7422	"Adenocarcinoma"	"299"
7424	"Adenocarcinoma"	"299"
7428	"Adenocarcinoma"	"299"
7474	"Adenocarcinoma"	"299"
7479	"Adenocarcinoma"	"299"
7481	"Adenocarcinoma"	"299"
7494	"Adenocarcinoma"	"299"
7515	"Adenocarcinoma"	"299"
7520	"Adenocarcinoma"	"299"
7706	"Adenocarcinoma"	"299"
8312	"Adenocarcinoma"	"299"
836	"Adenocarcinoma"	"299"
84152	"Adenocarcinoma"	"299"
842	"Adenocarcinoma"	"299"
857	"Adenocarcinoma"	"299"
8743	"Adenocarcinoma"	"299"
8772	"Adenocarcinoma"	"299"
8826	"Adenocarcinoma"	"299"
8829	"Adenocarcinoma"	"299"
8878	"Adenocarcinoma"	"299"
890	"Adenocarcinoma"	"299"
8935	"Adenocarcinoma"	"299"
896	"Adenocarcinoma"	"299"
