"entrezgene"	"dname"	"doid"
54504	"Cardiovascular Diseases"	"1287"
54769	"Cardiovascular Diseases"	"1287"
5480	"Cardiovascular Diseases"	"1287"
55247	"Cardiovascular Diseases"	"1287"
6462	"Cardiovascular Diseases"	"1287"
6894	"Cardiovascular Diseases"	"1287"
726	"Cardiovascular Diseases"	"1287"
7486	"Cardiovascular Diseases"	"1287"
7980	"Cardiovascular Diseases"	"1287"
84722	"Cardiovascular Diseases"	"1287"
9388	"Cardiovascular Diseases"	"1287"
9905	"Cardiovascular Diseases"	"1287"
1524	"Carotid Stenosis"	"13001"
2244	"Carotid Stenosis"	"13001"
345	"Carotid Stenosis"	"13001"
356	"Carotid Stenosis"	"13001"
3569	"Carotid Stenosis"	"13001"
4018	"Carotid Stenosis"	"13001"
4023	"Carotid Stenosis"	"13001"
4312	"Carotid Stenosis"	"13001"
4313	"Carotid Stenosis"	"13001"
4314	"Carotid Stenosis"	"13001"
4524	"Carotid Stenosis"	"13001"
4792	"Carotid Stenosis"	"13001"
4852	"Carotid Stenosis"	"13001"
5743	"Carotid Stenosis"	"13001"
929	"Carotid Stenosis"	"13001"
1440	"Carotid Stenosis"	"13001"
1636	"Carotid Stenosis"	"13001"
3990	"Carotid Stenosis"	"13001"
4982	"Carotid Stenosis"	"13001"
6401	"Carotid Stenosis"	"13001"
5241	"Carpal Tunnel Syndrome"	"12169"
6347	"Carpal Tunnel Syndrome"	"12169"
1280	"Cartilage Diseases"	"1222"
2259	"Cartilage Diseases"	"1222"
1499	"Cecal Neoplasms"	"1517"
3845	"Cecal Neoplasms"	"1517"
7157	"Cecal Neoplasms"	"1517"
54474	"Cecal Neoplasms"	"1517"
10019	"Celiac Disease"	"10608"
117289	"Celiac Disease"	"10608"
1230	"Celiac Disease"	"10608"
1232	"Celiac Disease"	"10608"
1233	"Celiac Disease"	"10608"
1493	"Celiac Disease"	"10608"
2957	"Celiac Disease"	"10608"
29851	"Celiac Disease"	"10608"
3115	"Celiac Disease"	"10608"
3117	"Celiac Disease"	"10608"
3119	"Celiac Disease"	"10608"
3122	"Celiac Disease"	"10608"
3123	"Celiac Disease"	"10608"
3383	"Celiac Disease"	"10608"
3458	"Celiac Disease"	"10608"
355	"Celiac Disease"	"10608"
3553	"Celiac Disease"	"10608"
3558	"Celiac Disease"	"10608"
3569	"Celiac Disease"	"10608"
3630	"Celiac Disease"	"10608"
4295	"Celiac Disease"	"10608"
4650	"Celiac Disease"	"10608"
4790	"Celiac Disease"	"10608"
51738	"Celiac Disease"	"10608"
5966	"Celiac Disease"	"10608"
6772	"Celiac Disease"	"10608"
7037	"Celiac Disease"	"10608"
7040	"Celiac Disease"	"10608"
7099	"Celiac Disease"	"10608"
8764	"Celiac Disease"	"10608"
940	"Celiac Disease"	"10608"
100188846	"Celiac Disease"	"10608"
100188870	"Celiac Disease"	"10608"
100188872	"Celiac Disease"	"10608"
100188873	"Celiac Disease"	"10608"
100188874	"Celiac Disease"	"10608"
100188875	"Celiac Disease"	"10608"
132612	"Celiac Disease"	"10608"
149233	"Celiac Disease"	"10608"
1760	"Celiac Disease"	"10608"
26191	"Celiac Disease"	"10608"
29970	"Celiac Disease"	"10608"
3240	"Celiac Disease"	"10608"
50943	"Celiac Disease"	"10608"
5445	"Celiac Disease"	"10608"
5446	"Celiac Disease"	"10608"
553128	"Celiac Disease"	"10608"
57178	"Celiac Disease"	"10608"
6311	"Celiac Disease"	"10608"
8809	"Celiac Disease"	"10608"
9173	"Celiac Disease"	"10608"
100507436	"Celiac Disease"	"10608"
338332	"Celiac Disease"	"10608"
3592	"Celiac Disease"	"10608"
4282	"Celiac Disease"	"10608"
5996	"Celiac Disease"	"10608"
6401	"Celiac Disease"	"10608"
4684	"Central Nervous System Diseases"	"331"
6387	"Central Nervous System Diseases"	"331"
2056	"Central Nervous System Diseases"	"331"
5653	"Central Nervous System Diseases"	"331"
26277	"Cerebellar Diseases"	"2786"
773	"Cerebellar Diseases"	"2786"
8573	"Cerebellar Diseases"	"2786"
4150	"Cerebellar Diseases"	"2786"
54806	"Cerebellar Diseases"	"2786"
2332	"Cerebellar Diseases"	"2786"
3984	"Intracranial Aneurysm"	"10941"
4318	"Intracranial Aneurysm"	"10941"
4846	"Intracranial Aneurysm"	"10941"
7076	"Intracranial Aneurysm"	"10941"
7077	"Intracranial Aneurysm"	"10941"
100188810	"Intracranial Aneurysm"	"10941"
100188885	"Intracranial Aneurysm"	"10941"
100188886	"Intracranial Aneurysm"	"10941"
100271689	"Intracranial Aneurysm"	"10941"
1462	"Intracranial Aneurysm"	"10941"
1636	"Intracranial Aneurysm"	"10941"
2006	"Intracranial Aneurysm"	"10941"
2022	"Intracranial Aneurysm"	"10941"
497657	"Intracranial Aneurysm"	"10941"
5310	"Intracranial Aneurysm"	"10941"
5334	"Intracranial Aneurysm"	"10941"
724058	"Intracranial Aneurysm"	"10941"
116833	"Intracranial Aneurysm"	"10941"
23495	"Intracranial Aneurysm"	"10941"
4017	"Intracranial Aneurysm"	"10941"
64321	"Intracranial Aneurysm"	"10941"
7078	"Intracranial Aneurysm"	"10941"
1524	"Intracranial Arteriosclerosis"	"13097"
4318	"Intracranial Arteriosclerosis"	"13097"
1401	"Intracranial Arteriosclerosis"	"13097"
1636	"Intracranial Arteriosclerosis"	"13097"
1128	"Brain Ischemia"	"2316"
1385	"Brain Ischemia"	"2316"
1579	"Brain Ischemia"	"2316"
185	"Brain Ischemia"	"2316"
213	"Brain Ischemia"	"2316"
2147	"Brain Ischemia"	"2316"
2155	"Brain Ischemia"	"2316"
2784	"Brain Ischemia"	"2316"
2811	"Brain Ischemia"	"2316"
3569	"Brain Ischemia"	"2316"
3690	"Brain Ischemia"	"2316"
4318	"Brain Ischemia"	"2316"
4524	"Brain Ischemia"	"2316"
4843	"Brain Ischemia"	"2316"
4846	"Brain Ischemia"	"2316"
5054	"Brain Ischemia"	"2316"
51079	"Brain Ischemia"	"2316"
5144	"Brain Ischemia"	"2316"
5328	"Brain Ischemia"	"2316"
5583	"Brain Ischemia"	"2316"
5621	"Brain Ischemia"	"2316"
596	"Brain Ischemia"	"2316"
6285	"Brain Ischemia"	"2316"
6647	"Brain Ischemia"	"2316"
7018	"Brain Ischemia"	"2316"
7099	"Brain Ischemia"	"2316"
727	"Brain Ischemia"	"2316"
805	"Brain Ischemia"	"2316"
8529	"Brain Ischemia"	"2316"
8655	"Brain Ischemia"	"2316"
8858	"Brain Ischemia"	"2316"
959	"Brain Ischemia"	"2316"
1401	"Brain Ischemia"	"2316"
1636	"Brain Ischemia"	"2316"
2053	"Brain Ischemia"	"2316"
2056	"Brain Ischemia"	"2316"
2212	"Brain Ischemia"	"2316"
3613	"Brain Ischemia"	"2316"
41	"Brain Ischemia"	"2316"
5310	"Brain Ischemia"	"2316"
5445	"Brain Ischemia"	"2316"
6532	"Brain Ischemia"	"2316"
202	"Brain Ischemia"	"2316"
2553	"Brain Ischemia"	"2316"
2878	"Brain Ischemia"	"2316"
4049	"Brain Ischemia"	"2316"
463	"Brain Ischemia"	"2316"
54583	"Brain Ischemia"	"2316"
9131	"Brain Ischemia"	"2316"
1030	"Carcinoma, Squamous Cell"	"1749"
126	"Carcinoma, Squamous Cell"	"1749"
1364	"Carcinoma, Squamous Cell"	"1749"
1387	"Carcinoma, Squamous Cell"	"1749"
1490	"Carcinoma, Squamous Cell"	"1749"
1500	"Carcinoma, Squamous Cell"	"1749"
1514	"Carcinoma, Squamous Cell"	"1749"
1525	"Carcinoma, Squamous Cell"	"1749"
1545	"Carcinoma, Squamous Cell"	"1749"
160728	"Carcinoma, Squamous Cell"	"1749"
1673	"Carcinoma, Squamous Cell"	"1749"
1828	"Carcinoma, Squamous Cell"	"1749"
183	"Carcinoma, Squamous Cell"	"1749"
1906	"Carcinoma, Squamous Cell"	"1749"
1950	"Carcinoma, Squamous Cell"	"1749"
1977	"Carcinoma, Squamous Cell"	"1749"
2033	"Carcinoma, Squamous Cell"	"1749"
2068	"Carcinoma, Squamous Cell"	"1749"
207	"Carcinoma, Squamous Cell"	"1749"
2073	"Carcinoma, Squamous Cell"	"1749"
214	"Carcinoma, Squamous Cell"	"1749"
2175	"Carcinoma, Squamous Cell"	"1749"
2264	"Carcinoma, Squamous Cell"	"1749"
22914	"Carcinoma, Squamous Cell"	"1749"
2335	"Carcinoma, Squamous Cell"	"1749"
23705	"Carcinoma, Squamous Cell"	"1749"
2591	"Carcinoma, Squamous Cell"	"1749"
2634	"Carcinoma, Squamous Cell"	"1749"
2876	"Carcinoma, Squamous Cell"	"1749"
2919	"Carcinoma, Squamous Cell"	"1749"
2922	"Carcinoma, Squamous Cell"	"1749"
2941	"Carcinoma, Squamous Cell"	"1749"
301	"Carcinoma, Squamous Cell"	"1749"
3082	"Carcinoma, Squamous Cell"	"1749"
3119	"Carcinoma, Squamous Cell"	"1749"
3123	"Carcinoma, Squamous Cell"	"1749"
3135	"Carcinoma, Squamous Cell"	"1749"
3184	"Carcinoma, Squamous Cell"	"1749"
3190	"Carcinoma, Squamous Cell"	"1749"
3265	"Carcinoma, Squamous Cell"	"1749"
328	"Carcinoma, Squamous Cell"	"1749"
3440	"Carcinoma, Squamous Cell"	"1749"
3481	"Carcinoma, Squamous Cell"	"1749"
3486	"Carcinoma, Squamous Cell"	"1749"
355	"Carcinoma, Squamous Cell"	"1749"
3553	"Carcinoma, Squamous Cell"	"1749"
3559	"Carcinoma, Squamous Cell"	"1749"
3569	"Carcinoma, Squamous Cell"	"1749"
3678	"Carcinoma, Squamous Cell"	"1749"
3814	"Carcinoma, Squamous Cell"	"1749"
3815	"Carcinoma, Squamous Cell"	"1749"
387	"Carcinoma, Squamous Cell"	"1749"
389	"Carcinoma, Squamous Cell"	"1749"
3914	"Carcinoma, Squamous Cell"	"1749"
4157	"Carcinoma, Squamous Cell"	"1749"
417	"Carcinoma, Squamous Cell"	"1749"
4233	"Carcinoma, Squamous Cell"	"1749"
4312	"Carcinoma, Squamous Cell"	"1749"
4314	"Carcinoma, Squamous Cell"	"1749"
4316	"Carcinoma, Squamous Cell"	"1749"
4323	"Carcinoma, Squamous Cell"	"1749"
4478	"Carcinoma, Squamous Cell"	"1749"
4507	"Carcinoma, Squamous Cell"	"1749"
4803	"Carcinoma, Squamous Cell"	"1749"
4804	"Carcinoma, Squamous Cell"	"1749"
4843	"Carcinoma, Squamous Cell"	"1749"
488	"Carcinoma, Squamous Cell"	"1749"
4968	"Carcinoma, Squamous Cell"	"1749"
50484	"Carcinoma, Squamous Cell"	"1749"
5054	"Carcinoma, Squamous Cell"	"1749"
5290	"Carcinoma, Squamous Cell"	"1749"
5315	"Carcinoma, Squamous Cell"	"1749"
5329	"Carcinoma, Squamous Cell"	"1749"
5345	"Carcinoma, Squamous Cell"	"1749"
5347	"Carcinoma, Squamous Cell"	"1749"
5431	"Carcinoma, Squamous Cell"	"1749"
54361	"Carcinoma, Squamous Cell"	"1749"
55894	"Carcinoma, Squamous Cell"	"1749"
55920	"Carcinoma, Squamous Cell"	"1749"
5594	"Carcinoma, Squamous Cell"	"1749"
5595	"Carcinoma, Squamous Cell"	"1749"
5743	"Carcinoma, Squamous Cell"	"1749"
5747	"Carcinoma, Squamous Cell"	"1749"
58480	"Carcinoma, Squamous Cell"	"1749"
5888	"Carcinoma, Squamous Cell"	"1749"
5908	"Carcinoma, Squamous Cell"	"1749"
5909	"Carcinoma, Squamous Cell"	"1749"
596	"Carcinoma, Squamous Cell"	"1749"
6119	"Carcinoma, Squamous Cell"	"1749"
6382	"Carcinoma, Squamous Cell"	"1749"
6387	"Carcinoma, Squamous Cell"	"1749"
6470	"Carcinoma, Squamous Cell"	"1749"
6497	"Carcinoma, Squamous Cell"	"1749"
6502	"Carcinoma, Squamous Cell"	"1749"
6556	"Carcinoma, Squamous Cell"	"1749"
6714	"Carcinoma, Squamous Cell"	"1749"
672	"Carcinoma, Squamous Cell"	"1749"
6737	"Carcinoma, Squamous Cell"	"1749"
6868	"Carcinoma, Squamous Cell"	"1749"
7015	"Carcinoma, Squamous Cell"	"1749"
7048	"Carcinoma, Squamous Cell"	"1749"
7153	"Carcinoma, Squamous Cell"	"1749"
7157	"Carcinoma, Squamous Cell"	"1749"
7184	"Carcinoma, Squamous Cell"	"1749"
7341	"Carcinoma, Squamous Cell"	"1749"
7410	"Carcinoma, Squamous Cell"	"1749"
7991	"Carcinoma, Squamous Cell"	"1749"
847	"Carcinoma, Squamous Cell"	"1749"
857	"Carcinoma, Squamous Cell"	"1749"
9021	"Carcinoma, Squamous Cell"	"1749"
9075	"Carcinoma, Squamous Cell"	"1749"
9252	"Carcinoma, Squamous Cell"	"1749"
941	"Carcinoma, Squamous Cell"	"1749"
9429	"Carcinoma, Squamous Cell"	"1749"
999	"Carcinoma, Squamous Cell"	"1749"
10630	"Carcinoma, Squamous Cell"	"1749"
11005	"Carcinoma, Squamous Cell"	"1749"
1116	"Carcinoma, Squamous Cell"	"1749"
1401	"Carcinoma, Squamous Cell"	"1749"
1410	"Carcinoma, Squamous Cell"	"1749"
1435	"Carcinoma, Squamous Cell"	"1749"
1755	"Carcinoma, Squamous Cell"	"1749"
1758	"Carcinoma, Squamous Cell"	"1749"
2014	"Carcinoma, Squamous Cell"	"1749"
2017	"Carcinoma, Squamous Cell"	"1749"
2056	"Carcinoma, Squamous Cell"	"1749"
2059	"Carcinoma, Squamous Cell"	"1749"
2272	"Carcinoma, Squamous Cell"	"1749"
27250	"Carcinoma, Squamous Cell"	"1749"
2735	"Carcinoma, Squamous Cell"	"1749"
2952	"Carcinoma, Squamous Cell"	"1749"
29950	"Carcinoma, Squamous Cell"	"1749"
3428	"Carcinoma, Squamous Cell"	"1749"
3621	"Carcinoma, Squamous Cell"	"1749"
3624	"Carcinoma, Squamous Cell"	"1749"
3925	"Carcinoma, Squamous Cell"	"1749"
4103	"Carcinoma, Squamous Cell"	"1749"
4105	"Carcinoma, Squamous Cell"	"1749"
4118	"Carcinoma, Squamous Cell"	"1749"
4192	"Carcinoma, Squamous Cell"	"1749"
4327	"Carcinoma, Squamous Cell"	"1749"
4489	"Carcinoma, Squamous Cell"	"1749"
4552	"Carcinoma, Squamous Cell"	"1749"
5275	"Carcinoma, Squamous Cell"	"1749"
5333	"Carcinoma, Squamous Cell"	"1749"
5378	"Carcinoma, Squamous Cell"	"1749"
55160	"Carcinoma, Squamous Cell"	"1749"
5947	"Carcinoma, Squamous Cell"	"1749"
6277	"Carcinoma, Squamous Cell"	"1749"
6294	"Carcinoma, Squamous Cell"	"1749"
6318	"Carcinoma, Squamous Cell"	"1749"
6498	"Carcinoma, Squamous Cell"	"1749"
6707	"Carcinoma, Squamous Cell"	"1749"
7133	"Carcinoma, Squamous Cell"	"1749"
7161	"Carcinoma, Squamous Cell"	"1749"
79192	"Carcinoma, Squamous Cell"	"1749"
79977	"Carcinoma, Squamous Cell"	"1749"
8087	"Carcinoma, Squamous Cell"	"1749"
84171	"Carcinoma, Squamous Cell"	"1749"
858	"Carcinoma, Squamous Cell"	"1749"
8626	"Carcinoma, Squamous Cell"	"1749"
864	"Carcinoma, Squamous Cell"	"1749"
91942	"Carcinoma, Squamous Cell"	"1749"
9770	"Carcinoma, Squamous Cell"	"1749"
1288	"Carcinoma, Squamous Cell"	"1749"
1786	"Carcinoma, Squamous Cell"	"1749"
2118	"Carcinoma, Squamous Cell"	"1749"
2171	"Carcinoma, Squamous Cell"	"1749"
284654	"Carcinoma, Squamous Cell"	"1749"
3565	"Carcinoma, Squamous Cell"	"1749"
3586	"Carcinoma, Squamous Cell"	"1749"
3756	"Carcinoma, Squamous Cell"	"1749"
4017	"Carcinoma, Squamous Cell"	"1749"
406960	"Carcinoma, Squamous Cell"	"1749"
4738	"Carcinoma, Squamous Cell"	"1749"
51196	"Carcinoma, Squamous Cell"	"1749"
5176	"Carcinoma, Squamous Cell"	"1749"
57018	"Carcinoma, Squamous Cell"	"1749"
60495	"Carcinoma, Squamous Cell"	"1749"
6422	"Carcinoma, Squamous Cell"	"1749"
6425	"Carcinoma, Squamous Cell"	"1749"
6439	"Carcinoma, Squamous Cell"	"1749"
6698	"Carcinoma, Squamous Cell"	"1749"
7011	"Carcinoma, Squamous Cell"	"1749"
7020	"Carcinoma, Squamous Cell"	"1749"
706	"Carcinoma, Squamous Cell"	"1749"
7291	"Carcinoma, Squamous Cell"	"1749"
8190	"Carcinoma, Squamous Cell"	"1749"
8471	"Carcinoma, Squamous Cell"	"1749"
8644	"Carcinoma, Squamous Cell"	"1749"
9928	"Carcinoma, Squamous Cell"	"1749"
1026	"Carcinoma, Transitional Cell"	"2671"
1387	"Carcinoma, Transitional Cell"	"2671"
2033	"Carcinoma, Transitional Cell"	"2671"
2065	"Carcinoma, Transitional Cell"	"2671"
2100	"Carcinoma, Transitional Cell"	"2671"
2876	"Carcinoma, Transitional Cell"	"2671"
301	"Carcinoma, Transitional Cell"	"2671"
3135	"Carcinoma, Transitional Cell"	"2671"
3440	"Carcinoma, Transitional Cell"	"2671"
355	"Carcinoma, Transitional Cell"	"2671"
4316	"Carcinoma, Transitional Cell"	"2671"
4843	"Carcinoma, Transitional Cell"	"2671"
5329	"Carcinoma, Transitional Cell"	"2671"
5743	"Carcinoma, Transitional Cell"	"2671"
596	"Carcinoma, Transitional Cell"	"2671"
598	"Carcinoma, Transitional Cell"	"2671"
7157	"Carcinoma, Transitional Cell"	"2671"
7421	"Carcinoma, Transitional Cell"	"2671"
857	"Carcinoma, Transitional Cell"	"2671"
959	"Carcinoma, Transitional Cell"	"2671"
9611	"Carcinoma, Transitional Cell"	"2671"
999	"Carcinoma, Transitional Cell"	"2671"
4103	"Carcinoma, Transitional Cell"	"2671"
84181	"Carcinoma, Transitional Cell"	"2671"
8626	"Carcinoma, Transitional Cell"	"2671"
1786	"Carcinoma, Transitional Cell"	"2671"
302	"Carcinoma, Transitional Cell"	"2671"
4297	"Carcinoma, Transitional Cell"	"2671"
1129	"Cardiomyopathy, Dilated"	"12930"
153	"Cardiomyopathy, Dilated"	"12930"
1674	"Cardiomyopathy, Dilated"	"12930"
2876	"Cardiomyopathy, Dilated"	"12930"
3117	"Cardiomyopathy, Dilated"	"12930"
3119	"Cardiomyopathy, Dilated"	"12930"
3123	"Cardiomyopathy, Dilated"	"12930"
3135	"Cardiomyopathy, Dilated"	"12930"
355	"Cardiomyopathy, Dilated"	"12930"
4312	"Cardiomyopathy, Dilated"	"12930"
4314	"Cardiomyopathy, Dilated"	"12930"
4323	"Cardiomyopathy, Dilated"	"12930"
5664	"Cardiomyopathy, Dilated"	"12930"
6389	"Cardiomyopathy, Dilated"	"12930"
70	"Cardiomyopathy, Dilated"	"12930"
7157	"Cardiomyopathy, Dilated"	"12930"
8557	"Cardiomyopathy, Dilated"	"12930"
8743	"Cardiomyopathy, Dilated"	"12930"
88	"Cardiomyopathy, Dilated"	"12930"
959	"Cardiomyopathy, Dilated"	"12930"
10529	"Cardiomyopathy, Dilated"	"12930"
137735	"Cardiomyopathy, Dilated"	"12930"
1410	"Cardiomyopathy, Dilated"	"12930"
1605	"Cardiomyopathy, Dilated"	"12930"
2218	"Cardiomyopathy, Dilated"	"12930"
3077	"Cardiomyopathy, Dilated"	"12930"
4879	"Cardiomyopathy, Dilated"	"12930"
4982	"Cardiomyopathy, Dilated"	"12930"
6262	"Cardiomyopathy, Dilated"	"12930"
64651	"Cardiomyopathy, Dilated"	"12930"
79147	"Cardiomyopathy, Dilated"	"12930"
91624	"Cardiomyopathy, Dilated"	"12930"
183	"Cardiomyopathy, Hypertrophic"	"11984"
2697	"Cardiomyopathy, Hypertrophic"	"11984"
3315	"Cardiomyopathy, Hypertrophic"	"11984"
3484	"Cardiomyopathy, Hypertrophic"	"11984"
3486	"Cardiomyopathy, Hypertrophic"	"11984"
367	"Cardiomyopathy, Hypertrophic"	"11984"
4313	"Cardiomyopathy, Hypertrophic"	"11984"
4535	"Cardiomyopathy, Hypertrophic"	"11984"
4633	"Cardiomyopathy, Hypertrophic"	"11984"
4635	"Cardiomyopathy, Hypertrophic"	"11984"
4729	"Cardiomyopathy, Hypertrophic"	"11984"
5443	"Cardiomyopathy, Hypertrophic"	"11984"
6548	"Cardiomyopathy, Hypertrophic"	"11984"
6902	"Cardiomyopathy, Hypertrophic"	"11984"
70	"Cardiomyopathy, Hypertrophic"	"11984"
7077	"Cardiomyopathy, Hypertrophic"	"11984"
7941	"Cardiomyopathy, Hypertrophic"	"11984"
84033	"Cardiomyopathy, Hypertrophic"	"11984"
8557	"Cardiomyopathy, Hypertrophic"	"11984"
94025	"Cardiomyopathy, Hypertrophic"	"11984"
1355	"Cardiomyopathy, Hypertrophic"	"11984"
3480	"Cardiomyopathy, Hypertrophic"	"11984"
4879	"Cardiomyopathy, Hypertrophic"	"11984"
51778	"Cardiomyopathy, Hypertrophic"	"11984"
2548	"Cardiomyopathy, Hypertrophic"	"11984"
56945	"Cardiomyopathy, Hypertrophic"	"11984"
58498	"Cardiomyopathy, Hypertrophic"	"11984"
59272	"Cardiomyopathy, Hypertrophic"	"11984"
1002	"Cardiovascular Diseases"	"1287"
10060	"Cardiovascular Diseases"	"1287"
1012	"Cardiovascular Diseases"	"1287"
1071	"Cardiovascular Diseases"	"1287"
10891	"Cardiovascular Diseases"	"1287"
10911	"Cardiovascular Diseases"	"1287"
114805	"Cardiovascular Diseases"	"1287"
116519	"Cardiovascular Diseases"	"1287"
133	"Cardiovascular Diseases"	"1287"
1356	"Cardiovascular Diseases"	"1287"
137492	"Cardiovascular Diseases"	"1287"
1471	"Cardiovascular Diseases"	"1287"
1573	"Cardiovascular Diseases"	"1287"
1813	"Cardiovascular Diseases"	"1287"
185	"Cardiovascular Diseases"	"1287"
2099	"Cardiovascular Diseases"	"1287"
2100	"Cardiovascular Diseases"	"1287"
2152	"Cardiovascular Diseases"	"1287"
2155	"Cardiovascular Diseases"	"1287"
2159	"Cardiovascular Diseases"	"1287"
2168	"Cardiovascular Diseases"	"1287"
23118	"Cardiovascular Diseases"	"1287"
2876	"Cardiovascular Diseases"	"1287"
2897	"Cardiovascular Diseases"	"1287"
3329	"Cardiovascular Diseases"	"1287"
337	"Cardiovascular Diseases"	"1287"
338	"Cardiovascular Diseases"	"1287"
3383	"Cardiovascular Diseases"	"1287"
338675	"Cardiovascular Diseases"	"1287"
348	"Cardiovascular Diseases"	"1287"
3484	"Cardiovascular Diseases"	"1287"
3569	"Cardiovascular Diseases"	"1287"
3630	"Cardiovascular Diseases"	"1287"
3690	"Cardiovascular Diseases"	"1287"
390174	"Cardiovascular Diseases"	"1287"
3949	"Cardiovascular Diseases"	"1287"
3992	"Cardiovascular Diseases"	"1287"
4208	"Cardiovascular Diseases"	"1287"
4318	"Cardiovascular Diseases"	"1287"
4524	"Cardiovascular Diseases"	"1287"
4837	"Cardiovascular Diseases"	"1287"
4846	"Cardiovascular Diseases"	"1287"
5144	"Cardiovascular Diseases"	"1287"
51741	"Cardiovascular Diseases"	"1287"
5327	"Cardiovascular Diseases"	"1287"
5465	"Cardiovascular Diseases"	"1287"
55703	"Cardiovascular Diseases"	"1287"
5742	"Cardiovascular Diseases"	"1287"
5743	"Cardiovascular Diseases"	"1287"
57580	"Cardiovascular Diseases"	"1287"
6331	"Cardiovascular Diseases"	"1287"
6403	"Cardiovascular Diseases"	"1287"
7040	"Cardiovascular Diseases"	"1287"
7099	"Cardiovascular Diseases"	"1287"
7124	"Cardiovascular Diseases"	"1287"
7139	"Cardiovascular Diseases"	"1287"
7408	"Cardiovascular Diseases"	"1287"
7412	"Cardiovascular Diseases"	"1287"
7422	"Cardiovascular Diseases"	"1287"
7450	"Cardiovascular Diseases"	"1287"
7941	"Cardiovascular Diseases"	"1287"
875	"Cardiovascular Diseases"	"1287"
8858	"Cardiovascular Diseases"	"1287"
9312	"Cardiovascular Diseases"	"1287"
9353	"Cardiovascular Diseases"	"1287"
9370	"Cardiovascular Diseases"	"1287"
9619	"Cardiovascular Diseases"	"1287"
9962	"Cardiovascular Diseases"	"1287"
10217	"Cardiovascular Diseases"	"1287"
10221	"Cardiovascular Diseases"	"1287"
11107	"Cardiovascular Diseases"	"1287"
11132	"Cardiovascular Diseases"	"1287"
120406	"Cardiovascular Diseases"	"1287"
1404	"Cardiovascular Diseases"	"1287"
153241	"Cardiovascular Diseases"	"1287"
161357	"Cardiovascular Diseases"	"1287"
167465	"Cardiovascular Diseases"	"1287"
23671	"Cardiovascular Diseases"	"1287"
255738	"Cardiovascular Diseases"	"1287"
257194	"Cardiovascular Diseases"	"1287"
26047	"Cardiovascular Diseases"	"1287"
26059	"Cardiovascular Diseases"	"1287"
26298	"Cardiovascular Diseases"	"1287"
2952	"Cardiovascular Diseases"	"1287"
3077	"Cardiovascular Diseases"	"1287"
3240	"Cardiovascular Diseases"	"1287"
4881	"Cardiovascular Diseases"	"1287"
4982	"Cardiovascular Diseases"	"1287"
53942	"Cardiovascular Diseases"	"1287"
54433	"Cardiovascular Diseases"	"1287"
5445	"Cardiovascular Diseases"	"1287"
54873	"Cardiovascular Diseases"	"1287"
56259	"Cardiovascular Diseases"	"1287"
5891	"Cardiovascular Diseases"	"1287"
64410	"Cardiovascular Diseases"	"1287"
6532	"Cardiovascular Diseases"	"1287"
79068	"Cardiovascular Diseases"	"1287"
79698	"Cardiovascular Diseases"	"1287"
81833	"Cardiovascular Diseases"	"1287"
8792	"Cardiovascular Diseases"	"1287"
9201	"Cardiovascular Diseases"	"1287"
9415	"Cardiovascular Diseases"	"1287"
1047	"Cardiovascular Diseases"	"1287"
22843	"Cardiovascular Diseases"	"1287"
255520	"Cardiovascular Diseases"	"1287"
25924	"Cardiovascular Diseases"	"1287"
284040	"Cardiovascular Diseases"	"1287"
339479	"Cardiovascular Diseases"	"1287"
3586	"Cardiovascular Diseases"	"1287"
5169	"Cardiovascular Diseases"	"1287"
54332	"Cardiovascular Diseases"	"1287"
55720	"Cardiovascular Diseases"	"1287"
56729	"Cardiovascular Diseases"	"1287"
585	"Cardiovascular Diseases"	"1287"
5992	"Cardiovascular Diseases"	"1287"
63826	"Cardiovascular Diseases"	"1287"
6401	"Cardiovascular Diseases"	"1287"
91137	"Cardiovascular Diseases"	"1287"
9955	"Cardiovascular Diseases"	"1287"
1071	"Carotid Stenosis"	"13001"
10891	"Carotid Stenosis"	"13001"
116519	"Carotid Stenosis"	"13001"
1728	"Carotid Stenosis"	"13001"
2147	"Carotid Stenosis"	"13001"
240	"Carotid Stenosis"	"13001"
3304	"Carotid Stenosis"	"13001"
338	"Carotid Stenosis"	"13001"
348	"Carotid Stenosis"	"13001"
4318	"Carotid Stenosis"	"13001"
4502	"Carotid Stenosis"	"13001"
5340	"Carotid Stenosis"	"13001"
6696	"Carotid Stenosis"	"13001"
7076	"Carotid Stenosis"	"13001"
7412	"Carotid Stenosis"	"13001"
1401	"Carotid Stenosis"	"13001"
5444	"Carotid Stenosis"	"13001"
3566	"Carotid Stenosis"	"13001"
3587	"Carotid Stenosis"	"13001"
2099	"Carpal Tunnel Syndrome"	"12169"
3371	"Carpal Tunnel Syndrome"	"12169"
567	"Carpal Tunnel Syndrome"	"12169"
7276	"Carpal Tunnel Syndrome"	"12169"
1302	"Cartilage Diseases"	"1222"
4880	"Cartilage Diseases"	"1222"
595	"Cecal Neoplasms"	"1517"
10803	"Celiac Disease"	"10608"
1803	"Celiac Disease"	"10608"
2214	"Celiac Disease"	"10608"
23308	"Celiac Disease"	"10608"
3106	"Celiac Disease"	"10608"
3125	"Celiac Disease"	"10608"
3659	"Celiac Disease"	"10608"
389015	"Celiac Disease"	"10608"
4153	"Celiac Disease"	"10608"
4314	"Celiac Disease"	"10608"
6285	"Celiac Disease"	"10608"
7043	"Celiac Disease"	"10608"
